axis,context,dataset,gold_answer,metadata,question,sample_id,supporting_facts
knowledge,,triviaqa,VENUS,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What proper noun links titles by Bjork, Bananarama, Shocking Blue and Mark Wynter?",dpql_5795,[]
knowledge,,triviaqa,Hudson's Bay Company,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What organisation was formed in 1670 when King Charles II of England granted a charter to Prince Rupert and others to give them large tracts of land and the trading rights over a large area?,qw_169,[]
knowledge,,triviaqa,Manson Family,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What """"family"""" killed actress Sharon Tate and others?""",jp_208,[]
knowledge,,triviaqa,PATSY CLINE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which female country and Western singer died in a plane crash in Tennessee in 1963?,sfq_17955,[]
knowledge,,triviaqa,Four,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many chambers has the heart?,tc_2914,[]
knowledge,,triviaqa,Barcelona,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",El Prat Airport serves which European city,bt_2750,[]
knowledge,,triviaqa,DUTCH,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What nationality was the pointillist artist MONDRIAN?,wh_418,[]
knowledge,,triviaqa,Italy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which country is Lake Como?,qw_3450,[]
knowledge,,triviaqa,William Fox Talbot,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Lacock Abbey in Wiltshire, now in the hands of the National Trust, was the home of which pioneer of photography?",sfq_2319,[]
knowledge,,triviaqa,ALISON MOYET,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who together with Vince Clarke, formed the pop duo 'Yazoo'?",odql_1001,[]
knowledge,,triviaqa,Left,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","On Monday, Samoa became the first nation in nearly 40 years to switch sides of the road. On what side do they now drive?",qg_3086,[]
knowledge,,triviaqa,Treaty of Waitangi,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","On 6 February 1840, what document was signed by Captain William Hobson (on behalf of Queen Victoria) and a number of Maori chiefs as the basis for New Zealand to become part of the British Empire?",qw_574,[]
knowledge,,triviaqa,John F Kennedy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the American President when the Berlin Wall was constructed?,qz_135,[]
knowledge,,triviaqa,Sucre,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","French for an additive, and a Venezuelan liberator of Ecuador, Bolivia and Peru from Spain, what was the currency of Ecuador before adopting the US dollar in the early 2000s?",bb_1793,[]
knowledge,,triviaqa,Woodstock,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Held at Max Yasgurs 600 acre dairy farm, what event, which opened on Aug 15, 1969, was billed as An Aquarian Exposition: 3 Days of Peace & Music?",qg_2781,[]
knowledge,,triviaqa,Geoffrey Rush,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who won an Oscar for playing a mentally handicapped pianist?,sfq_17010,[]
knowledge,,triviaqa,Mike Hammer,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The 1947 novel ""I, the Jury"", by New York author Mickey Spillane, was the first to feature which famous detective?",qg_196,[]
knowledge,,triviaqa,POLISH,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What nationality was the astronomer Copernicus ?,wh_4295,[]
knowledge,,triviaqa,Parabola,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What is an open plane curve formed by the intersection of a cone with a plane parallel to its side, resembling the path of a projectile under the action of gravity?",qw_3641,[]
knowledge,,triviaqa,22,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many balls are on a snooker table at the beginning of a game?,qb_4053,[]
knowledge,,triviaqa,COSTA CONCORDIA,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the cruise liner that capsized near the rocky island of Giglio off the Tuscan coast in 2012?,sfq_19103,[]
knowledge,,triviaqa,Ruth Handler,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the inventor of the Barbie Doll,bt_1488,[]
knowledge,,triviaqa,15,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",If a right angled triangle has two sides measuring 9 and 12 inches how many inches long is the third and longest side ?,wh_1957,[]
knowledge,,triviaqa,Horse racing,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Peter O’Sullevan was a BBC commentator for which sport?,qb_280,[]
knowledge,,triviaqa,Abu Dhabi,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which is the largest of the United Arab Emirates?,sfq_3663,[]
knowledge,,triviaqa,Azerbaijan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which country were the 2015 European Games held?,sfq_24077,[]
knowledge,,triviaqa,Chili Pepper,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is a “Scotch Bonnet”?,qg_3158,[]
knowledge,,triviaqa,33 Miles,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Khyber Pass is approximately how many miles long?,qb_113,[]
knowledge,,triviaqa,Joust,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In what 80s arcade game were you armed with a lance and mounted upon an flying ostrich?,qg_550,[]
knowledge,,triviaqa,'TRAINSPOTTING',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What 1996 film directed by Danny Boyle, was advertised with the tag line """"Choose Life""""?""",odql_13356,[]
knowledge,,triviaqa,Honda,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which car manufacturer produces models called Concerto, Inspire, Legend, Torneo, etc?",sfq_9379,[]
knowledge,,triviaqa,GHANA,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Shirley Temple served as US Ambassador to which African country from 1974 – 1976?,sfq_25968,[]
knowledge,,triviaqa,France,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Where was the world's tallest road bridge opened in December 2004?,qw_8916,[]
knowledge,,triviaqa,HMS HERMES,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",During the Falklands War which ship was the British flagship?,sfq_15588,[]
knowledge,,triviaqa,Walloons,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What are the French speaking citizens of Belgium called?,dpql_1208,[]
knowledge,,triviaqa,LICHFIELD,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which British Cathedral has three spires?,sfq_21710,[]
knowledge,,triviaqa,Soup,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of food dish is a ‘London Particular’?,qb_5316,[]
knowledge,,triviaqa,'JEAN PASSEPARTOUT',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who is the valet to 'Phileas Fogg' in the novel 'Around The World In Eighty Days'?,odql_2205,[]
knowledge,,triviaqa,ANTELOPE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",To which species does the Gnu or Wildebeest belong?,odql_9411,[]
knowledge,,triviaqa,BRIGHTON,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The A23 road connects London to which coastal resort in East Sussex?,wh_1780,[]
knowledge,,triviaqa,Ringo Starr,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles?,qz_1825,[]
knowledge,,triviaqa,St. Moritz,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",At which Winter Olympic host city would you find the Cresta Run?,qz_3570,[]
knowledge,,triviaqa,The English Patient,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which British film, starring Ralph Fiennes, won nine Oscars in 1997?",qb_5115,[]
knowledge,,triviaqa,George Gilbert Scott,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which architect designed the Albert Memorial in 1875?,sfq_2728,[]
knowledge,,triviaqa,Adolf Hitler,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who did Claus von Stauffenberg plot to kill?,jp_1022,[]
knowledge,,triviaqa,Titanium,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Zirconium, hafnium and rutherfordium are elements in the same group in the periodic table of elements, and transition metals; what is the fourth member of this group?",qw_15677,[]
knowledge,,triviaqa,Toyota,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which car company manufacturers the Corolla model?,sfq_11909,[]
knowledge,,triviaqa,SOUTH WEST COAST,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The UK's longest National Trail, what path stretches 630 miles between Minehead and Poole Harbour?",sfq_13780,[]
knowledge,,triviaqa,LOBSTER,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",'Cape Cod Salad' is an exotic summer dish centred,odql_686,[]
knowledge,,triviaqa,Colombia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Ecuador has a border with Peru and which other country ?,qz_2845,[]
knowledge,,triviaqa,'THE PLAYBOY OF THE WESTERN WORLD',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","When it was a first performed at the Abbey Theatre in Dublin in 1907, which play caused rioting in the streets because of objections to the portrayal of rural Irish Catholic immorality?",odql_2340,[]
knowledge,,triviaqa,Nine,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many times did Actress Zsa Zsa Gabor marry?,qb_7207,[]
knowledge,,triviaqa,Dumb-bell,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the short bar with weights at each end that is sometimes used by bodybuilders?,qw_7903,[]
knowledge,,triviaqa,CUNEIFORM,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which wedge-shaped writing system was used by various middle-eastern peoples from the fourth millennium BC until the invention of alphabetic systems?,sfq_24225,[]
knowledge,,triviaqa,Benetton and Ferrari,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Statistically the greatest driver of Formula One, Michael Schumacher won his seven championships with which two companies?",tb_2329,[]
knowledge,,triviaqa,Elysian Fields,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In Greek mythology, where do righteous souls go after death?",qz_2397,[]
knowledge,,triviaqa,George Best,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which sportsman's autobiography is called Blessed?,sfq_4599,[]
knowledge,,triviaqa,Tomatoes,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The disease blossom end rot is most frequently found in which greenhouse crop?,dpql_5096,[]
knowledge,,triviaqa,MISS HONEY,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What was the name of Matilda’s teacher, who adopted her at the end of the book?",dpql_434,[]
knowledge,,triviaqa,Gibraltar,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Operation Felix was the codename for a proposed German invasion of which British Overseas Territory during World War II?,qb_9507,[]
knowledge,,triviaqa,Sweet milk,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Italian cheese called dolcelatte translates into English as what?,qw_16426,[]
knowledge,,triviaqa,Lord Snooty,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?",sfq_10443,[]
knowledge,,triviaqa,Abbott and Costello,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which duo are associated with the classic comedy routine “Who’s on First”?,dpql_3436,[]
knowledge,,triviaqa,ANNIE LENNOX,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Who was the female member of the 1980's pop music duo, """"Eurythmics""""?""",sfq_4374,[]
knowledge,,triviaqa,Fern,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of plant is a nardoo?,qb_5216,[]
knowledge,,triviaqa,Brain,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which part of the human body is the limbic system?,qb_482,[]
knowledge,,triviaqa,1938,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","To within a year either side, in which year was the complete English FA Cup Final first shown live on television?",sfq_26227,[]
knowledge,,triviaqa,Gerald Durrell,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the author of 'The Overloaded Ark'?,qf_567,[]
knowledge,,triviaqa,LIECHTENSTEIN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Holy Roman Emperor Charles VI created which principality in 1719?,sfq_12585,[]
knowledge,,triviaqa,CORNELL,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which American University is situated in Ithaca, New York?",odql_9592,[]
knowledge,,triviaqa,A TITTLE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name for the dot on the lower case letters I and J?,sfq_25245,[]
knowledge,,triviaqa,Al Jazeera,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which TV network is based in Doha, Qatar?",sfq_22978,[]
knowledge,,triviaqa,AARON,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",According to the Old Testament of the Bible who was the brother of Moses?,sfq_17918,[]
knowledge,,triviaqa,Zambezi,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",On which river are the Victoria Falls?,sfq_346,[]
knowledge,,triviaqa,Apple,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of tree was Newton supposedly sitting under when he formulated his theory of gravity?,qf_3499,[]
knowledge,,triviaqa,PALATINE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",On which of the hills of ancient Rome were the main residences of the Caesars?,wh_3417,[]
knowledge,,triviaqa,ARCHITECTURE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Regarded as its Nobel Prize, in what field is the annual Pritzer Prize awarded?",sfq_25364,[]
knowledge,,triviaqa,Robert the Bruce,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Rathlin Island, off the Northern Ireland coast, was refuge to which Scottish King in 1306?",bb_1687,[]
knowledge,,triviaqa,Eddie Shah,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who founded the Messenger group of newspapers in 1983?,sfq_4924,[]
knowledge,,triviaqa,911,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In 1968, what telephone number was established as the national emergency number for the United States?",qw_7018,[]
knowledge,,triviaqa,Athena,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",To which Greek goddess was the Parthenon on the Acropolis in Athens dedicated?,dpql_5704,[]
knowledge,,triviaqa,'THE FOUR TOPS',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Levi Stubbs was the lead singer of which 'Motown' group from 1953 until 2000?,odql_7639,[]
knowledge,,triviaqa,MOUNT MITCHELL,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Located in North Carolina, which is both the highest mountain in the Appalachians and the highest mountain east of the Mississippi?",odql_14141,[]
knowledge,,triviaqa,1863,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which year did the Battle of Gettysburg take place?,sfq_3731,[]
knowledge,,triviaqa,CHARLIE CHAPLIN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who directed the 1966 film 'A Countess from Hong Kong?,sfq_18209,[]
knowledge,,triviaqa,Colleen McCullough,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the author of 'The Thorne Birds'?,qf_1204,[]
knowledge,,triviaqa,815,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The cult TV series Lost which began in 2004 features 'Oceanic Flight ...' what?,bb_7194,[]
knowledge,,triviaqa,1926,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which year in the 20's did the General Strike occur,bt_3594,[]
knowledge,,triviaqa,WHITSUNTIDE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What holiday is particularly associated with Morris Dancing?,odql_3340,[]
knowledge,,triviaqa,1951,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In what year in the 20th century was the Miss World contest held for the first time?,qz_256,[]
knowledge,,triviaqa,ALEXANDER,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What was the first name of the poet Mr. Pope, 1688-1744?",dpql_5190,[]
knowledge,,triviaqa,Guitar,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What instrument is sized according to terms such as 0, 00, 000, Grand Auditorium and Dreadnought?",bb_5083,[]
knowledge,,triviaqa,Saturday Night Fever,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 1977 musical was inspired by a magazine article about Bay Ridge kids of Brooklyn whose working class lives were said to be so empty that they lived just to dance on the weekend?,tb_1787,[]
knowledge,,triviaqa,Djibouti and Yemen,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The Bridge of the Horns is a proposed construction project to build a bridge across the Bab-el-Mandeb, the strait between the Red Sea and Gulf of Aden. What two countries will it connect?",tb_1099,[]
knowledge,,triviaqa,KENT,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which UK County is Lydd Airport?,sfq_24964,[]
knowledge,,triviaqa,MARYLAND,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In which American state is Camp David, the mountain retreat of the President of the U.S.A.?",odql_9965,[]
knowledge,,triviaqa,Esther,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which book of the Old Testament explains how the festival of Purim came to be celebrated by the Jews?,odql_12252,[]
knowledge,,triviaqa,Horseshoes,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In what outdoor sport, sanctioned by the NHPA, do you score 3 points for a ringer, 2 for a leaner, and the closet scores a point?",qg_4656,[]
knowledge,,triviaqa,Caravaggio,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Michelangelo Merisi (or Amerighi) is the birth name of which artist?,sfq_22957,[]
knowledge,,triviaqa,'LIKE A ROLLING STONE',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""From which Bob Dylan song does the following come: """"Now you don't talk so loud, now you don't seem so proud about havin' to be scrounging for your next meal""""?""",odql_6925,[]
knowledge,,triviaqa,Emergency Ward 10,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the first hospital soap opera on ITV,bt_4197,[]
knowledge,,triviaqa,Napoleon Bonaparte,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The Treaty of Fontainebleau, signed on 11 April 1814 by representatives of France, Austria, Hungary, Bohemia, Russia, and Prussia, had a marked effect on the personal life of whom?",qw_5569,[]
knowledge,,triviaqa,Pittsburgh,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which US city was named after a British Prime Minister?,tc_2167,[]
knowledge,,triviaqa,Funny Girl,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""The songs """"Don't Rain on My Parade"""" and """"People"""" are from which musical?""",qw_16333,[]
knowledge,,triviaqa,Reducing,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Rapidly boiling a liquid to make it thicker and more concentrated is called what?,qw_3959,[]
knowledge,,triviaqa,Inertia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,bb_9098,[]
knowledge,,triviaqa,Ken Russell,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who directed the 1969 film ‘Women in Love’, starring Oliver Reed and Glenda Jackson?",qb_7426,[]
knowledge,,triviaqa,France,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Where was the first annual G6 leaders summit (which later became the G8) held in 1975?,qw_7066,[]
knowledge,,triviaqa,Bolivia,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In what South American country was unrepentant asshat Che Guevara and his band of merry men captured and ultimately executed?,qg_3551,[]
knowledge,,triviaqa,Sugar Ray Robinson,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",By what name was world champion boxer Walker Smith better known?,bb_7955,[]
knowledge,,triviaqa,Black Tuesday,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Although only 1 of 4 days that had a huge impact on the word, October 29, 1929, became the face of the catastrophe, and is commonly known by what name?",qg_3894,[]
knowledge,,triviaqa,PRINCE ANDREW,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The announcement came in November 1978 that which member of the 'Royal Family' was to join the armed forces?,odql_7938,[]
knowledge,,triviaqa,Dynamite,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The invention of what in 1867, made Alfred Nobel famous?",qz_374,[]
knowledge,,triviaqa,Mirror,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Catoptromancy is the term for predicting the future using what object? Who's the fairest of them all!,tb_53,[]
knowledge,,triviaqa,Thomas Cranmer,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Name the Archbishop of Canterbury who was burnt at the stake in 1556?,sfq_1303,[]
knowledge,,triviaqa,Celibacy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What, in 2010, was Pope Benedict reported to have described as an """"...expression of the gift of oneself to God and others..""""?""",bb_2153,[]
knowledge,,triviaqa,Popeye,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Poopdeck Pappy is which fictional character’s father?,qb_3569,[]
knowledge,,triviaqa,Phantom of the Opera,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""""""Love Never Dies"""" is the sequel to which stage musical?""",sfq_10482,[]
knowledge,,triviaqa,THE DAHLIA,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which popular garden flower is the national flower of Mexico, from where it is said to originate?",sfq_301,[]
knowledge,,triviaqa,MARENGO,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which 1800 battle saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont?,odql_7876,[]
knowledge,,triviaqa,Twenty-four,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many triangles are on a backgammon board?,bb_9363,[]
knowledge,,triviaqa,Strength,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The legendary Hercules was said to have what quality?,qw_10833,[]
knowledge,,triviaqa,Wave,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Name Google's service launched in 2009 from which support was withdrawn in 2010, which offered 'next-generation email', messaging and twitter-style micro-blogging?",bb_1009,[]
